"source_id","file_id","date","location","officials","attendance","home_team","home_score","home_record","visiting_team","visiting_score","visiting_record"
2025.0,18931.0,"11/13/2025","XFINITY Center, College Park, MD","Alganese Carr,  Angela Enlund,  Mark Berger",4940,"Maryland",88,"4-0,0-0 Big Ten","Towson",70,"2-2,0-0 CAA"
2025.0,18930.0,"11/9/2025","XFINITY Center, College Park, MD","David Troyan,  Joshua Howell,  Nykesha Thompson",6263,"Maryland",85,"3-0,0-0 Big Ten","Georgetown",66,"1-1,0-0 Big East"
2025.0,18929.0,"11/6/2025","XFINITY Center, College Park, MD","Ifeyinwa Seales,  Brian Garland,  Gina Cross",5462,"Maryland",87,"2-0,0-0 Big Ten","Umbc",54,"1-1,0-0 America East"
2025.0,18928.0,"11/3/2025","XFINITY Center, College Park, MD","Kenya Kirkland,  Cara Seggie,  Cameron Inouye",5614,"Maryland",80,"1-0,0-0 Big Ten","Loyola Maryland",26,"0-1,0-0 Patriot"
2025.0,18932.0,"11/16/2025","XFINITY Center, College Park, MD","Kristie Watkins-Day,  Maggie Tiemen,  Cameron Inouye",6748,"Maryland",84,"5-0,0-0 Big Ten","Princeton",68,"2-1,0-0 Ivy League"
2025.0,19716.0,"11/20/2025","XFINITY Center, College Park, MD","Charles Watson,  Kenya Kirkland,  Ashlee Goode",4920,"Maryland",95,"6-0,0-0 Big Ten","Bethune-Cookman",49,"1-4,0-0 SWAC"
2025.0,18933.0,"11/23/2025","XFINITY Center, College Park, MD","Brad Maxey,  Timothy Daley,  Felicia Grinter",7402,"Maryland",84,"7-0,0-0 Big Ten","George Mason",62,"4-2,0-0 Atlantic 10"
2025.0,18869.0,"11/26/2025","Coliseo Guillermo Angulo, San Juan","Henry Sevilla,  Cheryll Blue,  Missy Brooks",250,"Maryland",74,"8-0,0-0 Big Ten","Kentucky",66,"7-1,0-0 SEC"
2025.0,18870.0,"11/27/2025","Coliseo Guillermo Angulo, San Juan","Rebeca Davila,  Cheryll Blue,  Xiomara Cruz",250,"Hofstra",38,"1-4,0-0 CAA","Maryland",95,"9-0,0-0 Big Ten"
2025.0,18934.0,"12/3/2025","XFINITY Center, College Park, MD","Erika Herriman,  Bruce Morris,  Tiara Cruse",4872,"Maryland",92,"10-0,0-0 Big Ten","Mount St. Mary's",44,"2-5,0-0 MAAC"
2025.0,19740.0,"12/7/2025","Williams Arena, Minneapolis, MN","Xiomara Cruz-Johnson,  Kevin Pethtel,  Maj Forsberg",4854,"Minnesota",99,"6-3,0-1 Big Ten","Maryland",100,"11-0,1-0 Big Ten"
2025.0,18935.0,"12/10/2025","XFINITY Center, College Park, MD","Robert Miles,  Nykesha Thompson,  Melissa Barlow",5340,"Maryland",91,"12-0,1-0 Big Ten","Delaware St.",21,"3-8,0-0 MEAC"
2025.0,18936.0,"12/19/2025","XFINITY Center, College Park, MD","Xiomara Cruz-Johnson,  Ashlee Goode,  Mark Resch",17300,"Maryland",98,"13-0,1-0 Big Ten","Central Conn. St.",30,"0-11,0-0 NEC"
2025.0,19741.0,"12/29/2025","XFINITY Center, College Park, MD","Kalei Enterline,  Nykesha Thompson,  Kevin Pethtel",7580,"Maryland",97,"14-0,2-0 Big Ten","Wisconsin",59,"9-4,1-1 Big Ten"
